Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
1.36,4,0.3978925049540895977437146097,0.414885428691607,0.414885428691607,0.399838103422594,0.399838103422594,0.201224122484708,0.2296748951491709421605460501,0.1582187289824119421605460501,0.071456166166759,3.2898496763069835754400357227,15.774121504268806395682430747,15.774116458719859178711626342,52952420
1.37,4,0.3964783436172020592331762063,0.413485534392475,0.413485534392475,0.398417027177542,0.398417027177542,0.201576663499961,0.2299289257023071761185731802,0.1584727595355481761185731802,0.071456166166759,3.2934883959475035754400357231,15.767262188246600249530409688,15.767257146477366903649176773,53341780
1.38,4,0.3950709380166209220512854949,0.412091957391718,0.412091957391718,0.397002739702718,0.397002739702718,0.201922225084516,0.2301764344987462229761649944,0.1587202683319872229761649944,0.071456166166759,3.2970336983045835754400357232,15.760622362466208362813660037,15.760617324382968250891281387,53731130
1.39,4,0.3936702220883050671895669787,0.410704645619254,0.410704645619254,0.395595174611046,0.395595174611046,0.202261014299214,0.2304176244627142440212219054,0.1589614582959552440212219054,0.071456166166759,3.3004884900536535754400357221,15.754193933909983173149071461,15.754188899421951413414472482,54120490
1.40,4,0.3922760711785573226731872830,0.409323487060645,0.409323487060645,0.3941942066393,0.3941942066393,0.202593224984823,0.2306526811490596129025309141,0.1591965149823006129025309141,0.071456166166759,3.3038554290721335754400357232,15.74797027760891562712203168,15.747965246628206959206716097,54509840
1.41,4,0.3908884201890806549274086126,0.40794842893277,0.40794842893277,0.392799770370869,0.392799770370869,0.202919040093099,0.2308817833819129562148105073,0.1594256172151539562148105073,0.071456166166759,3.3071370768270135754400357222,15.741943755488912145597417833,15.741938727930092992701816001,54899200
1.42,4,0.3895072525435121070494697533,0.4065794658786,0.4065794658786,0.391411849148335,0.391411849148335,0.203238621808799,0.2311050925772710296755804661,0.1596489264105120296755804661,0.071456166166759,3.3103357454321335754400357232,15.736109558702388361147556438,15.736104534482801087030281063,55288560
1.43,4,0.3881326219456006406949809807,0.405216662594589,0.405216662594589,0.390030496938047,0.390030496938047,0.20355212169502,0.2313227644420259607057555725,0.1598665982752669607057555725,0.071456166166759,3.3134536652244335754400357227,15.730460426649976935270017623,15.730455405688945578964841007,55677910
1.44,4,0.3867643846540414216484729657,0.403848064848849,0.403848064848849,0.388655569295838,0.388655569295838,0.203690656963131,0.2313654936924703023482576069,0.1600787802986117023482576069,0.0712867133938586,3.3140661762871993766065194867,15.710846999039521900377298463,15.710844654234879658565745932,56067270
1.45,4,0.3854025151585319805141875190,0.402478946124831,0.402478946124831,0.387287040586667,0.387287040586667,0.203730009433306,0.2313092454076807478723203541,0.1602856044399398478723203541,0.0710236409677409,3.313260485306643991376710922,15.683576104414654030173348846,15.683573792822646200021622033,56456630
1.46,4,0.3840469582027845623961486822,0.401115790675556,0.401115790675556,0.385924855284057,0.385924855284057,0.203763704248593,0.2312477692267844136785423993,0.1604872006851607136785423993,0.0707605685416237,3.3123799102304171737512046364,15.656451069313809631328616898,15.656448791020745612479947164,56845980
1.47,4,0.3826976013020245217039124704,0.399758494402255,0.399758494402255,0.384568900353208,0.384568900353208,0.203791873147433,0.2311811893057514568334442785,0.1606836931902449568334442785,0.0704974961155065,3.3114262294618017885213960712,15.629467299156961930785214324,15.629465054251372599473607082,57235340
1.48,4,0.3813545799260045151188780888,0.398407200702263,0.398407200702263,0.383219311926289,0.383219311926289,0.203814615272703,0.2311096145488435656671231083,0.1608751908594541656671231083,0.0702344236893894,3.3104010029394349708958897865,15.60261876764719179975838581,15.602616556219414683478387398,57624700
1.49,4,0.3800176997748145998032170254,0.39706172256314,0.39706172256314,0.38187589475331,0.38187589475331,0.203832055245139,0.2310331562278983579518277275,0.1610618049646267579518277275,0.0699713512632716,3.3093058245149995856660812213,15.575900830624863967280941177,15.575898652767326698225429394,58014050
1.50,4,0.3786868695291275504060739321,0.395721975526855,0.395721975526855,0.380538557068414,0.380538557068414,0.203844300776061,0.2309519159003619415363914390,0.1612436370632081415363914390,0.0697082788371538,3.3081421488917427680405749362,15.549307883774613521106452171,15.549305739581463598974072902,58403410
1.51,4,0.3773622079507473588073024149,0.394388085254463,0.394388085254463,0.379207418214121,0.379207418214121,0.203851438057185,0.2308659883136638917170670467,0.1614207819026272917170670467,0.0694452064110366,3.3069113332266173828107663705,15.522837434244079642824140552,15.522835323811498480386037698,58792760
1.52,4,0.3760435444506746157199454639,0.393059887364868,0.393059887364868,0.377882306767293,0.377882306767293,0.203853573780638,0.2307754684333890664455874360,0.1615933344484695664455874360,0.0691821339849195,3.3056147378014319975809578057,15.496482858475383241002514426,15.496480781901195159724874761,59182120
1.53,4,0.3747309783035794149427479339,0.391737487313737,0.391737487313737,0.376563322488029,0.376563322488029,0.203850785913143,0.2306804413925534682294346698,0.1617613798337517682294346698,0.0689190615588017,3.3042535820568251799554515204,15.470242148026158342539935483,15.470240105410260369240920782,59571470
1.54,4,0.3734242396162458021196479813,0.390420620369975,0.390420620369975,0.375250194163401,0.375250194163401,0.203843176620173,0.2305809906410516746496419230,0.1619250015083677746496419230,0.0686559891326839,3.3028290613244797947256429552,15.444108510186849532922054045,15.444106501630585044143447403,59960830
1.55,4,0.3721235381483347048530465377,0.389109502142367,0.389109502142367,0.373943132578744,0.373943132578744,0.203830807519523,0.2304771926866899737094477294,0.1620842759801231737094477294,0.0683929167065668,3.3013422714979829771001366696,15.418081771187127207841100057,15.418079796793875429150086276,60350180
1.56,4,0.3708286146700275159388833558,0.387803878149124,0.387803878149124,0.372641877236667,0.372641877236667,0.203813773735059,0.2303691246698642501389315426,0.1622392803894146501389315426,0.0681298442804496,3.2997943175321275918703281054,15.392155468484477457866182908,15.39215352835917063299198952,60739540
1.57,4,0.3695396271525266494313225935,0.386503911598518,0.386503911598518,0.371346586880815,0.371346586880815,0.203792133570467,0.2302568561370703403771740979,0.1623900842827385403771740979,0.0678667718543318,3.2981861956070907742448218197,15.366327677255892391346546218,15.366325771505351670523373858,61128900
1.58,4,0.3682563815159570527249220223,0.385209412906286,0.385209412906286,0.370057066482308,0.370057066482308,0.203765971697978,0.2301404583295512023445856606,0.1625367589013366023445856606,0.0676036994282146,3.2965189261784953890150132542,15.340594348264524356283848643,15.340592476997149276371969034,61518260
1.59,4,0.3669789161426563021861717568,0.383920424685851,0.383920424685851,0.368773354611165,0.368773354611165,0.203735344594039,0.2300199905587424401018829042,0.1626793635566455401018829042,0.0673406270020969,3.2947933588200885713895069701,15.314951898001910577035558086,15.314950061327793011103054543,61907610
1.60,4,0.3657071430398700489517932021,0.382636863334332,0.382636863334332,0.367495362844367,0.367495362844367,0.203700324277651,0.2298955188363687401894794743,0.1628179642603896401894794743,0.0670775545759791,3.2930104390801731861596984053,15.289397958645220149150774122,15.289396156676220853503527497,62296970
1.61,4,0.3644410732713696417450016261,0.381358743943864,0.381358743943864,0.366223102299785,0.366223102299785,0.203660967195207,0.2297671005240967692804534077,0.1629526183742347692804534077,0.066814482149862,3.2911709886040777741600057993,15.263929804456328504011807135,15.263928037305851957246838347,62686320
1.62,4,0.3631806394214326535024972031,0.380086002937426,0.380086002937426,0.36495650523205,0.36495650523205,0.203617335322544,0.2296347930118833812227108306,0.1630833832881385812227108306,0.0665514097237448,3.2892758294424123889301972349,15.238543325982370725264693093,15.238541593765572594546342942,63075680
1.63,4,0.3619258608280234628398802418,0.378818663334695,0.378818663334695,0.363695591073685,0.363695591073685,0.20356947927979,0.2294986484023217638877619737,0.1632103111046947638877619737,0.066288337297627,3.2873257079098555980745749886,15.213236761775831994538529591,15.213235064609639108276273342,63465040
1.64,4,0.3606765569732736328830283689,0.3775565478797,0.3775565478797,0.362440178424132,0.362440178424132,0.203517464671942,0.2293587197758456700011611910,0.1633334549043358700011611910,0.0660252648715098,3.2853213843275787804490687038,15.188007641881765575058366956,15.188005979884570597225389125,63854390
1.65,4,0.3594328512598592903227139171,0.376299783743719,0.376299783743719,0.361190391289477,0.361190391289477,0.203461332432945,0.2292150568377081073238580800,0.1634528643923160073238580800,0.0657621924453921,3.2832635706709133952192601394,15.162852221459515996962067228,15.162850594751431361523918418,64243750
1.66,4,0.3581946756879859778597381863,0.375048306009387,0.375048306009387,0.359946161337422,0.359946161337422,0.203401133784846,0.2290677061567733093296521392,0.1635685861374984093296521392,0.0654991200192749,3.2811529339896865775937538539,15.137769030768661961472121459,15.137767439471425983645465009,64633100
1.67,4,0.3569618541759654021197993068,0.373801941423544,0.373801941423544,0.358707311625282,0.358707311625282,0.203336927669287,0.2289167144455774191214137195,0.1636806668524197191214137195,0.0652360475931577,3.2789901433917011923639452888,15.112754483528431049972445864,15.112752927765406993509836845,65022460
1.68,4,0.3557345890655888653264354597,0.372560895766643,0.372560895766643,0.357474045484252,0.357474045484252,0.203268742011818,0.2287621239161624388483473954,0.1637891487491224388483473954,0.06497297516704,3.2767758035199243747384390033,15.087808034476371223973251912,15.087806514372729392706325082,65411810
1.69,4,0.3545126347688683930679525144,0.371324925863307,0.371324925863307,0.356246116125476,0.356246116125476,0.203196637105631,0.2286039777517918469901393655,0.1638940750108696469901393655,0.0647099027409222,3.2745105329290389895086304381,15.062926271523099031495177237,15.062924787205561066283622411,65801170
1.70,4,0.3532960819771802288939258456,0.370094125344805,0.370094125344805,0.355023614683791,0.355023614683791,0.203120645468884,0.2284423149227999174216006489,0.1639954846079949174216006489,0.064446830314805,3.2721948898279536042788218732,15.038106664339725374744757242,15.038105215936564347862126501,66190530
1.71,4,0.3520848014985003410496757416,0.36886836748804,0.36886836748804,0.353806411335455,0.353806411335455,0.203040815976406,0.2282771753452011464694412570,0.1640934174565133464694412570,0.0641837578886878,3.2698294459714667866533155888,15.013347389645055789925911816,15.013345977286276988572852036,66579880
1.72,4,0.3508787684468909013236533990,0.367647629947342,0.367647629947342,0.352594481072842,0.352594481072842,0.202957187569217,0.2281085963064025562216482817,0.1641879108438324562216482817,0.0639206854625701,3.2674147354623514014235070229,14.988646018632077017425612236,14.988644642449384156628306916,66969240
1.73,4,0.3496780740261868674480535567,0.366432006539023,0.366432006539023,0.351387915545754,0.351387915545754,0.202869788029385,0.2279366120650918541662897311,0.1642789990286389541662897311,0.0636576130364529,3.2649512490201445837980007385,14.964001686361345105992628062,14.964000346488072064068505119,67358600
1.74,4,0.3484825595467403684320095897,0.365221340684099,0.365221340684099,0.350186555288588,0.350186555288588,0.202778664206146,0.2277612584339840455282714842,0.1643667178236488455282714842,0.0633945406103352,3.2624394996242106041940058528,14.939412056722618672258252922,14.939410753293803042452453332,67747950
1.75,4,0.3472923526622216497996484566,0.36401576267972,0.36401576267972,0.34899052857921,0.34899052857921,0.202683840497042,0.2275825688402612643507276372,0.1644511006560432643507276372,0.063131468184218,3.259879966083663786568499568,14.914873447018350090154115289,14.914872180170594833177452593,68137300
1.76,4,0.3461071812732484848090670819,0.362824492923022,0.362824492923022,0.347799561987737,0.347799561987737,0.20272109450216,0.2275366333189892976874113250,0.1646682375608890976874113250,0.0628683957581002,3.2592219945592784013386910035,14.893156555584363137892341691,14.893155326360786406170997471,68526660
1.77,4,0.3449271672120167599615580373,0.361672020107699,0.361672020107699,0.346613777942095,0.346613777942095,0.203238875780871,0.2279727608688468176276170597,0.1653674375368638176276170597,0.062605323331983,3.265469067893593016108882438,14.881602889474657731357222939,14.881601701093791919916293035,68916020
1.78,4,0.3437522305777640362720455418,0.360524295668746,0.360524295668746,0.345433096150827,0.345433096150827,0.203751418193705,0.2284039935444317114027166146,0.1660617426385664114027166146,0.0623422509058653,3.2716460273186461984833761523,14.870439193700891924928624371,14.87043804604924919668696168,69305380
1.79,4,0.3425824234424879690471457423,0.359381377606394,0.359381377606394,0.34425756894055,0.34425756894055,0.204258801049842,0.2288304145076239252979380303,0.1667512360278758252979380303,0.0620791784797481,3.277754064040610813253567588,14.859658920856377346259340948,14.859657813821431209144264815,69694730
1.80,4,0.3414175625895008821078632701,0.358243085934938,0.358243085934938,0.34308701219869,0.34308701219869,0.204761089795594,0.2292520764901431144122741110,0.1674359704365127144122741110,0.0618161060536304,3.2837939333857439956280613025,14.849254584686798990739075731,14.849253518156904136486660468,70084090
1.81,4,0.3402577621989362408179113549,0.35710954010979,0.35710954010979,0.341921540663694,0.341921540663694,0.205258347879958,0.2296690511192164876665867858,0.1681160174917032876665867858,0.0615530336275132,3.2897666613384972047724390571,14.839219753174378793444528701,14.83921872703882144764019214,70473440
1.82,4,0.3391029894306195365616739930,0.355980711467194,0.355980711467194,0.340761121334807,0.340761121334807,0.205750638477329,0.2300813994158651580350788497,0.1687914382144691580350788497,0.061289961201396,3.295673121960600387146932772,14.82954709529233452774012575,14.829546109441160508033523501,70862800
1.83,4,0.3379531169551255300840993934,0.354856477245076,0.354856477245076,0.339605626259995,0.339605626259995,0.206238040275758,0.2304891913130126265872892614,0.1694623025377344265872892614,0.0610268887752782,3.3015143169674150019171242072,14.820231402668387807192668203,14.820230456992734944405880215,71252160
1.84,4,0.3368081575222713478930079769,0.353736852358941,0.353736852358941,0.338455068251416,0.338455068251416,0.206720582907117,0.2308924574108010854147874379,0.1701286410616405854147874379,0.0607638163491605,3.3072906846736781842916179211,14.811263763161280311387087322,14.811262857552827705037789585,71641510
1.85,4,0.3356680488291953410959406403,0.352621779809045,0.352621779809045,0.337309384701565,0.337309384701565,0.20719834875242,0.2312912759134679320595679658,0.1707905319904246320595679658,0.0605007439230433,3.3130033452725727990618093565,14.802642038893750025154129921,14.802641173245277708003542379,72030870
1.86,4,0.3345327956186532122549649893,0.351511268402127,0.351511268402127,0.336168580376387,0.336168580376387,0.207671395431266,0.2316857049145802606234287745,0.1714480334176541606234287745,0.0602376714969261,3.3186531308931488194578144714,14.794356818403834290571423958,14.794355992608797155822406065,72420220
